source_id,summary
13-0,"Okay, let's tackle this summary. The user wants a concise summary covering the core pieces of information from the passage. First, I need to read through the passage carefully to pick out the main points.

The passage starts by mentioning that Ben Parkinson was seriously injured in a 2006 Afghanistan bomb attack. That's a key point. Then, he carried the Olympic torch on June 26th. Since then, he's received thousands of Facebook friend requests, but Facebook's limit of 5,000 is stopping him from accepting all. 

Next, there's a description of his torch relay experience: he walked for half an hour with an assistant supporting his arm. His nomination highlighted that his brain injury took his speech but not his personality and humor, and he now speaks without aid. He's determined, still witty and caring. 

His daily routine includes 12 hours of gym and rehab, uses crutches, and raises money for military charities. He's a patron of Pilgrim Bandits. His mother Diane mentions the overwhelming support, with over 5,000 friend requests, website traffic spikes, and increased mail. She jokes about the mail needing to reach him. Email traffic is up, and he's getting many requests to visit places with the torch. 

Facebook's response is that if someone has so many requests, they should consider a public page instead of a personal profile. The torch relay has 8,000 carriers over 8,000 miles in 70 days to the London Olympics on July 27th.

I need to make sure all these points are included concisely. Avoid any extra info not in the passage. Let me structure it step by step. Start with his injury and torch event. Then the Facebook issue. His nomination details, his daily activities, his mother's comments, Facebook's advice, and the relay facts. Keep it tight, maybe in a few sentences. Check for any missed core points. The Pilgrim Bandits, the 19,000 hits on an update, the post increase, and the Olympic dates. Okay, that should cover it without going into details beyond the text.
</think>

L/Bdr Ben Parkinson, seriously injured in a 2006 Afghanistan bomb attack, carried the Olympic torch in Doncaster on 26 June. Despite a brain injury that initially impaired his speech (now regained), he remains determined, witty, and active, spending 12 hours daily on gym/rehab and advocating for military charities as patron of the Pilgrim Bandits. His Facebook page received over 5,000 friend requests (exceeding platform limits), with supporters flooding his website (19,000+ hits) and mail. His mother highlighted the ""phenomenal"" public response, including increased mail and email traffic, though Facebook advises switching to a public page for excessive requests. Parkinson, aided by crutches, expressed elation over the support. The torch relay, involving 8,000 carriers over 8,000 miles, concludes at London’s Olympic opening on 27 July."
13-1,"Okay, let's tackle this query. The user wants a concise summary of the provided passage, covering the core pieces of information. First, I need to read through the passage carefully to identify the main points.

The passage is about the TV show Poldark, specifically mentioning Demelza Poldark becoming a mother. It mentions that her pregnancy progressed very quickly from announcement to being eight months pregnant, then to giving birth almost instantly in the next episode. There's a comparison to a previous instance with another character, Elizabeth, who also had a rapid pregnancy. Fans noticed this and commented on social media about the unrealistic timeline. Also, Ross Poldark's feelings towards Demelza are highlighted, even though his heart is off the market now. 

I need to make sure I don't include any external knowledge, just what's in the text. The key points are: Demelza's quick pregnancy progression, the fan reactions on Twitter, the mention of the previous similar case with Elizabeth, and Ross's commitment to Demelza. The summary should be concise, so I'll need to condense these points without adding extra details. Let me check if I missed anything. The user also wants the core info, so maybe the timeline issue is the main focus here. Alright, putting it all together now.
</think>

The passage discusses the rapid portrayal of Demelza Poldark's (played by Eleanor Tomlinson) pregnancy in the TV show, progressing from announcement to eight months pregnant within minutes of the next episode, then to childbirth without acknowledging the elapsed time. Fans criticized this unrealistic timeline, reminiscent of a previous instance with character Elizabeth, who also had an accelerated pregnancy. Social media reactions humorously noted the show's tendency to compress pregnancies into brief intervals. Meanwhile, Ross Poldark (Aidan Turner) is depicted as devoted to Demelza, though his romantic availability is confirmed as ""off the market."""
13-2,"Okay, let's tackle this query. The user wants a concise summary of the provided passage, covering the core pieces of information. First, I need to make sure I strictly use only the information given in the passage and not add any external knowledge.

Starting with the main points: The passage mentions that hundreds of children were hospitalized due to fetal alcohol syndrome (FAS) in England last year, with 272 cases specifically noted. The Health and Social Care Information Centre is the source here. Then there's a mention that experts believe the actual number could be higher. 

The WHO research is cited, stating at least 1 in 100 UK babies might have issues like learning disabilities, behavioral problems, or physical deformities, which translates to about 7,500 annually. Elizabeth Mitchell from NOFAS is quoted, emphasizing that FAS is underdiagnosed and lifelong. 

There's a case study of Niamh Brown, a 15-year-old with FAS, her symptoms, and her adoptive parents starting a trust. Other medical issues linked to prenatal alcohol exposure are listed: liver, kidney, heart problems, cerebral palsy, etc. The government advises pregnant women not to drink, but if they do, up to two units twice a week max. However, Mitchell argues for a complete abstinence guideline.

I need to ensure all these points are included concisely. Avoid any extra details. Check for numbers and sources: 272 hospitalizations, 1 in 100 (7,500), WHO, Health and Social Care Info Centre. Mention the underdiagnosis, the case example, the medical issues, and the conflicting advice (current vs. Mitchell's recommendation). Keep it tight, maybe in a few sentences. Let me structure it step by step to make sure nothing's missed.
</think>

The passage reports that 272 children in England were hospitalized over the past year due to fetal alcohol syndrome (FAS), per official health data, though experts suggest the actual number is likely higher. Research by the World Health Organization estimates at least 1 in 100 UK babies (约7,500 annually) may suffer learning, behavioral, or physical issues from prenatal alcohol exposure. FAS causes lifelong disabilities, as highlighted by the case of Niamh Brown, a 15-year-old requiring lifelong care. Associated health issues include liver/kidney problems, cerebral palsy, and epilepsy. While UK guidelines advise pregnant women to avoid alcohol or limit intake to two units twice weekly, advocates like Elizabeth Mitchell argue for a complete ban during pregnancy. FAS is described as underdiagnosed and a significant, underaddressed problem."
13-3,"Okay, let's tackle this summary. The user wants a concise summary covering the core pieces of information from the passage. First, I need to read through the passage carefully to identify the main points.

The passage starts by talking about Scotland's football team. They've won all five qualifiers so far and are playing Iceland next. A win could secure their spot. The key player mentioned is Evans, who's worried about missing out again after previous playoff losses. She mentions the emotional impact of getting to the finals, especially for veteran Gemma Fay.

Then there's info about Iceland being ranked 20th, same as Scotland but one place above. Both teams are unbeaten, and the matches in September will decide the group top. The group's dynamics are important here—Scotland might qualify automatically as one of the best runners-up, avoiding playoffs.

Evans talks about the team's chances against Iceland, the importance of the home crowd at Falkirk, and the squad having many players abroad. The passage lists where they play: England, Sweden, US. Kim Little is mentioned as a notable player. 

Evans' personal achievements with Bayern Munich, winning the Bundesliga, and her experience with famous players like Ribery and Robben are highlighted. She believes playing abroad benefits the national team, citing Germany's strong league and how that competition helps her and others improve. The Scottish league is improving but the foreign players bring new skills and culture.

I need to make sure I don't include any external info, just what's here. The main points are: Scotland's current qualifier status, their upcoming game against Iceland, Evans' concerns and past experiences, Iceland's position, the importance of the matches for group top spot, the automatic qualification possibility, squad's international players, Evans' personal success and its impact on the team, and the benefits of playing abroad.

I should structure the summary to first mention Scotland's position and the upcoming match, then Evans' perspective on past failures and current hopes. Then mention Iceland's standing and the group situation. Include the squad's international players and the benefits of that. Finally, touch on Evans' experience in Germany and how it helps the national team. Keep it concise, maybe in a few short paragraphs or bullet points, but since the user wants a summary, a paragraph form is better. Need to ensure all key points are covered without extra details.
</think>

Scotland's women's football team, having won all five qualifiers so far, faces Iceland at Falkirk Stadium, with a victory likely securing their advancement to the 2023 Women’s World Cup finals in the Netherlands. Captain Kim Little and midfielder Leanne Crichton emphasize the emotional stakes, as the team aims to avoid past playoff heartbreaks. Iceland, ranked 20th (one place above Scotland), is also unbeaten, making the September 20 Reykjavik return match pivotal for group-top positioning. Scotland could qualify automatically as one of the best group runners-up. The squad includes 12 players abroad, such as Evans (Bayern Munich) and Kim Little, who highlight the competitive benefits of playing in top leagues like Germany’s Bundesliga. Evans, a Bundesliga champion, notes the cultural and tactical growth gained from international play, which strengthens the national team. A strong home crowd at Falkirk is seen as crucial, while Iceland’s strength and the squad’s collective resolve underscore the match’s significance."
13-4,"Okay, let's tackle this query. The user wants a concise summary of the provided passage, covering the core pieces of information. First, I need to make sure I strictly use only the information given in the passage and not add any external knowledge.

Starting with the main event: an airplane made a belly landing without deploying its landing gear in Fort Pierce, Florida. The aircraft is a Light General Aviation Aerostar. The video shows it approaching the airpark, touching down on the belly, skidding, and the propellers hitting the runway. The pilot then re-engaged the engines and took off again. The video maker noted the loud sounds and potential damage, thinking the pilot might crash, but the pilot managed to fly 100 miles to Fort Lauderdale and landed safely. 

The pilot's name is Chris Georgaklis, 85, with 50 years of flying experience, and he had his dog Buddy with him. The FAA is investigating. The passage also mentions common causes of such incidents: human error (forgetting to deploy gear) or mechanical faults.

I need to ensure all these points are included without adding anything else. Let me check the passage again to confirm details. The key points are the incident location, the type of plane, the sequence of events (landing without gear, taking off again), the pilot's subsequent flight, his experience, the FAA investigation, and the causes mentioned. Avoid repeating information like the propellers hitting the ground twice since that's part of the event description. Also, make sure not to mention any details not in the text, like why the pilot might have forgotten, since that's not stated. Keep it concise but comprehensive.
</think>

A Light General Aviation Aerostar aircraft in Fort Pierce, Florida, performed a gear-up landing (belly landing) at the Aero Acres Residential Airpark. The pilot, 85-year-old Chris Georgaklis with 50 years of experience, failed to deploy the landing gear, causing the plane to skid on the runway, damaging the belly and propellers. Witnesses heard the propellers strike the tarmac, and the pilot briefly re-engaged engines to take off again, eventually flying 100 miles to Fort Lauderdale for a safe landing. The FAA is investigating, with common causes cited as human error or mechanical故障. The pilot was accompanied by his dog, Buddy."
2-0,"Okay, let's tackle this query. The user wants a concise summary of the given passage, covering the core information. The passage mentions two entries for ""Veeram (Valour)"". The first is a 2014 Tamil action film directed by Siva under Vijaya Productions. The second is a 2016 epic historical drama by Jayaraj, who also wrote it.

Wait, the same title but different details. I need to make sure both are mentioned clearly to avoid confusion. The user emphasized not to add external knowledge, so I shouldn't assume anything else. Just present the facts as given. The key points are the year, language, genre, director, producer, and any additional info like writer. 

I should structure the summary to distinguish the two films clearly. Maybe start with the first one, then the second, highlighting the differences in year, genre, director, and production where applicable. Make sure to note that they're different films with the same title. Keep it brief but cover all core elements. Let me check the passage again to confirm details. Yep, 2014 Tamil action by Siva, produced by Vijaya. 2016 epic historical drama by Jayaraj as writer-director. No mention of producer for the second one, so I'll leave that out. Alright, that should do it without adding anything extra.
</think>

The passage describes two films titled ""Veeram (Valour)."" The first is a 2014 Indian Tamil action film directed by Siva and produced by Vijaya Productions. The second is a 2016 Indian epic historical drama written and directed by Jayaraj. Both share the same title but differ in release year, genre, and creative teams."
2-1,"Okay, let's tackle this query. The user wants a concise summary of the given passage, covering the core pieces of information. First, I need to read the passage carefully. The passage mentions two people: Sheryl Lee and Sheryl Lee Ralph. Wait, are they the same person? The names are similar but maybe they're different. Let me check again.

The first part says, ""Sheryl Lee. In 2016, she appeared in Café Society, and also completed the Showtime revival of Twin Peaks (2017), reprising her role of Laura Palmer."" Then the next sentence: ""Sheryl Lee Ralph. In 2016 she played Madame Morrible in Wicked on Broadway.""

Hmm, so they are two separate individuals. The first is Sheryl Lee, and the second is Sheryl Lee Ralph. The user might have included them in one passage but they are distinct. The key points for each are their 2016 projects. For Sheryl Lee, it's Café Society (2016) and the Twin Peaks revival (2017) where she reprised Laura Palmer. For Sheryl Lee Ralph, it's Madame Morrible in Wicked on Broadway in 2016. 

I need to make sure not to conflate the two. The summary should mention both, their roles, and the years. The user specified to be concise, so I should avoid extra details. Also, the user emphasized not to use external knowledge, so I can't assume anything beyond the text. Maybe check if ""Showtime revival of Twin Peaks (2017)"" is correctly noted as 2017 even though the work started in 2016. The passage says ""completed"" in 2016, but the show's release was 2017. Should I mention both years? The passage does, so I should include both. 

So the summary needs to list each person, their projects with the correct years and roles. Let me structure it clearly. Maybe two sentences, one for each person. Let me draft that.
</think>

In 2016, Sheryl Lee appeared in the film *Café Society* and completed her role as Laura Palmer in the Showtime revival of *Twin Peaks* (released in 2017). Also in 2016, Sheryl Lee Ralph portrayed Madame Morrible in the Broadway production of *Wicked*."
2-2,"Okay, let's tackle this query. The user wants a concise summary of the provided passage, covering the core pieces of information. First, I need to read the passage carefully.

The passage starts with ""Albert Lawrence Brooks (born Albert Lawrence Einstein; July 22, 1947) is an American actor, filmmaker, author and comedian."" So the key points here are his full name, birth name, birthdate, and professions. 

Then the next sentence is ""Finding Dory. Directed by Andrew Stanton with co-direction by Angus MacLane, the screenplay was written by Stanton and Victoria Strouse."" This part is about the movie ""Finding Dory."" The directors are Andrew Stanton (main) and Angus MacLane (co-director). The screenwriters are Stanton and Victoria Strouse. 

Wait, the user specified to base the summary strictly on the passage and not use external knowledge. So I shouldn't mention anything else like other works or roles unless they're in the text. The passage doesn't link Albert Brooks to ""Finding Dory"" directly. Hmm, that's important. The two sentences are separate. So the summary should present both pieces of information as separate facts. 

I need to make sure not to combine them unless the passage does. The user might be testing if I notice that. So the summary should first state Albert Brooks' details and then the info about Finding Dory's credits. 

Check for conciseness. The core info is: Brooks' full name, birth name, birthdate, professions; then the movie's title, directors, and screenwriters. Avoid extra details. 

Let me structure that. Start with Brooks' info, then the movie details. Make sure to mention co-direction and screenplay writers correctly. Also, note that Stanton is both director and one of the screenwriters. 

Double-check the names and roles. The passage says ""Directed by Andrew Stanton with co-direction by Angus MacLane"" so that's clear. The screenplay by Stanton and Strouse. 

Alright, putting it all together in a concise way without any fluff. Make sure it's two separate points since they're separate in the passage. No need to connect them unless the passage does, which it doesn't. 

I think that's it. Let me write the summary now.
</think>

The passage provides information about Albert Lawrence Brooks (born Albert Lawrence Einstein on July 22, 1947), an American actor, filmmaker, author, and comedian. It also mentions the film *Finding Dory*, directed by Andrew Stanton (with co-direction by Angus MacLane) and written by Stanton and Victoria Strouse."
2-3,"Okay, let's tackle this. The user wants a concise summary of the given passage, covering the core pieces of information. First, I need to read the passage carefully.

The passage mentions two people named Tim Roth. The first is Timothy Simon Roth, born May 14, 1961, and he's an English actor and director. The second is Tim Roth born December 6, 1975, who is a guitarist, backing vocalist, and the only remaining founding member of the Canadian band Into Eternity, which plays melodic death metal and progressive metal.

I need to make sure I don't mix up the two. The key points are their full names, birth dates, nationalities, occupations, and the band details for the second Tim Roth. The user specified not to use external knowledge, so I can't add anything else. I should present both individuals clearly, maybe in separate sentences to avoid confusion. Let me check the nationalities again: the first is English, the second's nationality isn't stated but the band is Canadian. Wait, the passage says the band is Canadian, so maybe the second Tim Roth is Canadian? The passage doesn't explicitly state his nationality, only the band's. So I should stick to what's written. The summary should be concise, so I'll structure it to highlight each person's details without extra fluff. Let me put that together.
</think>

The passage introduces two individuals named Tim Roth. The first, Timothy Simon Roth (born May 14, 1961), is an English actor and director. The second, Tim Roth (born December 6, 1975), is the remaining founding member, guitarist, and backing vocalist of the Canadian melodic death metal and progressive metal band Into Eternity."
2-4,"Okay, let's tackle this query. The user wants a concise summary of the provided passage, covering the core pieces of information. First, I need to read the passage carefully to identify the key points.

The incident happened on the A9 north of Berriedale in Caithness at around 14:00. That's the time and location. Then, several people got minor injuries. The road was closed, and diversions were set up via the A897 Helmsdale to Melvich road. Also, Police Scotland mentioned that their inquiries are still ongoing.

I need to make sure I don't add any extra info beyond what's given. The user emphasized not to use external knowledge, so I can't assume anything else. Let me check each part again. The main elements are the location (A9 north of Berriedale, Caithness), time (14:00), the crash resulting in minor injuries, road closure with specific diversion route (A897 Helmsdale to Melvich), and ongoing police investigation.

Now, how to phrase this concisely? Start with the incident location and time. Mention the injuries, road closure, diversion route, and police inquiries. Keep it short but include all the core points. Avoid any fluff words. Let me put that together.

Wait, the user wants a summary, so maybe structure it in a sentence or two. Let me try: ""A crash on the A9 north of Berriedale, Caithness, around 2 PM caused minor injuries. The road was closed, with diversions via the A897 Helmsdale to Melvich. Police Scotland's investigation is ongoing."" That seems to cover all the key points without extra details. Double-check the passage to ensure nothing is missed. Yep, time, location, injuries, road closure, diversion route, and ongoing inquiry. Looks good. No need for more details. Alright, that should be the summary.
</think>

A crash occurred on the A9 north of Berriedale, Caithness, around 14:00, resulting in minor injuries. The road was closed, with diversions via the A897 Helmsdale to Melvich. Police Scotland’s investigation into the incident remains ongoing."
12-0,"Okay, let's tackle this summary. The user wants a concise summary based strictly on the passage provided. First, I need to read through the passage carefully to pick out the key points.

The main event is that a species of whale, the Omura's whale, thought to be extinct, was found on a beach in Western Australia. That's a big deal because it's the first sighting in WA and only the second in Australia. The whale was a juvenile female, 5.68 meters long. They had trouble identifying it at first but used DNA profiling to confirm. The discovery is significant because the species was only described in 2003, so there's not much known about them. The Environment Minister mentions that this helps with understanding their distribution. The whale is usually found in Indonesia, Philippines, and Japan. They also mention the physical features like a sleek body, 53 vertebrae, and four digits on the pectoral fins. Wait, the passage says 53 in one place and 60 in another? Hmm, need to check that. Let me look again. The original text says ""53 vertebrae and four digits..."" but later says ""whale has a sleek body... including 60 vertebrae"". That's conflicting. Since the user says to stick strictly to the passage, I should note both numbers but maybe point out the discrepancy? Or maybe it's a typo. The user might have made a mistake, but I can't assume. I'll include both as presented. The carcass was buried, and the skeleton will be recovered later for study and display. 

Wait, the user wants core info. The key points are: discovery of the first WA/second Australia Omura's whale, significance because it's rare and newly described, the methods of identification, the physical features (including conflicting vertebrae numbers), and the plan for the skeleton. Also, the context of being found after a cyclone. Need to make sure not to add anything not in the text. Avoid mentioning extinction since it's ""feared to be extinct"" but found now. Maybe say ""feared extinct"" but found again. Also, the Environment Minister's quote adds to the significance. Need to keep it concise, so maybe structure it in a few sentences covering these points. Let me draft that.
</think>

A juvenile female Omura’s whale, feared extinct, was discovered washed ashore on a remote Exmouth beach in Western Australia after Tropical Cyclone Olwyn. This marks the first sighting in WA and only the second in Australia. Initially difficult to identify, DNA profiling confirmed the species, which was scientifically described in 2003. Rare and primarily found in tropical/subtropical waters like Indonesia, the Philippines, and the Sea of Japan, the discovery is significant for expanding knowledge of its distribution. The 5.68-meter whale has a sleek body, unique skeletal features including 53 vertebrae (the passage mentions 60 in a later sentence, but this may be an inconsistency), and four digits per pectoral fin. The carcass was buried, with plans to recover the skeleton for future research and potential museum display. Environment Minister Albert Jacob emphasized the find’s importance for improving field identification and understanding the species."
12-1,"Okay, let's tackle this query. The user wants a concise summary of the provided passage, covering the core pieces of information. First, I need to read through the passage carefully to identify the main points.

The passage starts by mentioning Conor McGregor preparing for a featherweight title challenge against Jose Aldo on July 11. That's a key event. Then it talks about his new tattoos: a gorilla eating a heart on his chest and a tiger's face on his stomach. He posted about the tiger tattoo on Instagram with a threatening message. 

Next, there's info about their upcoming fight in Las Vegas. McGregor claims Aldo isn't as motivated, saying Aldo doesn't want to be near him and can't hide he doesn't want the belt. Also, during a promotional tour in Dublin, McGregor grabbed Aldo's belt in front of 5,000 fans, showing their tense relationship. The fight is Aldo's eighth defense, and McGregor wants to legitimately hold the belt soon.

I need to make sure I don't include any extra info beyond what's here. The user emphasized not to use external knowledge. So, stick strictly to the passage. Let me list the core points again:

1. McGregor vs Aldo on July 11 for featherweight title.
2. McGregor's new tattoos (gorilla and tiger) with the Instagram post message.
3. McGregor's claims about Aldo's lack of motivation.
4. The incident in Dublin where he took Aldo's belt.
5. Their fractious relationship and the significance of the upcoming fight as Aldo's 8th defense.

Now, structure this into a concise summary without fluff. Make sure dates, names, and key quotes are included where necessary. Avoid any personal opinions or extra details. Check for any mention of locations (Las Vegas, Dublin) and the promotional tour. Also, note the 5,000 supporters part. Alright, time to put it all together clearly and succinctly.
</think>

Conor McGregor is preparing for a featherweight title fight against Jose Aldo on July 11 in Las Vegas, aiming to claim Aldo’s championship belt. Ahead of the bout, McGregor revealed new tattoos: a gorilla eating a heart on his chest and a tiger’s face on his stomach, accompanied by the caption, “If you see the tiger, it’s too late. You’re food.” McGregor has criticized Aldo’s motivation, stating, “He doesn’t want to be near me… he can’t hide he doesn’t want the belt.” During a promotional tour in Dublin, McGregor seized Aldo’s belt in front of 5,000 fans, highlighting their hostile relationship. This fight marks Aldo’s eighth title defense, while McGregor seeks to legitimately secure the belt he briefly held during the tour."
12-3,"Okay, let's tackle this summary. The user wants a concise summary covering the core pieces of information from the passage. First, I need to read through the passage carefully to identify the key points.

The main event is the magnitude-4.8 earthquake that hit 35km north of Lucca at a depth of 15.5km. The time was 15:48 local time (14:48 GMT), with the epicenter in Garfagnana. It was felt as far as Milan and Florence. No immediate injuries or damage reported, but there were aftershocks. Phone lines and power were down in Garfagnana, schools were evacuated. Mention of previous quakes in the same area last May (over 20 deaths, magnitude-6). Also, reference to the 2009 L'Aquila earthquake with 300 deaths. The INGV's comment that this was a ""medium-strong, fairly shallow"" quake. The legal case from 2012 where scientists were convicted for manslaughter due to misleading statements before the L'Aquila quake.

Wait, need to make sure not to include anything beyond the passage. The user emphasized strict adherence to the provided text. Let me check again. The summary should include the quake details, effects, aftershocks, evacuations, previous earthquakes, and the legal case related to L'Aquila. Also, the quote from Alessandro Amato. But the legal case is part of the passage's context about Italy's earthquake history. Need to mention that Italy is prone to quakes, the 2009 event, and the recent May quakes. The legal conviction is part of the aftermath of L'Aquila, so that's important for context on Italy's earthquake challenges.

Now, structure the summary to hit all these points concisely. Start with the main event: when, where, magnitude, depth. Then the areas affected (Milan, Florence), no immediate injuries. Mention aftershocks, power outages, evacuations. Then reference previous quakes in the area (May's with 20+ deaths and 2009 L'Aquila). Include the INGV's description. Finally, the legal case as part of Italy's ongoing issues with earthquake aftermath. Keep it all in a few sentences without extra details. Avoid mentioning things not in the passage, like specific names of the scientists unless necessary. The user wants core info, so maybe just the fact that six scientists and an ex-official were convicted. Make sure the summary flows logically, grouping related info together.
</think>

A magnitude-4.8 earthquake struck 35km north of Lucca, Italy, at a depth of 15.5km on 15:48 local time (14:48 GMT), with its epicenter in Garfagnana. Felt as far as Milan and Florence, it caused no immediate injuries or reported damage but triggered aftershocks, power outages, and phone line disruptions in Garfagnana. Schools were evacuated as a precaution. The region experienced two deadly earthquakes last May, killing over 20 people, including a magnitude-6 tremor. Italy, prone to seismic activity, saw 300 deaths in the 2009 L’Aquila quake. The INGV described the recent quake as a ""medium-strong, fairly shallow"" event. The 2009 L’Aquila disaster led to the 2012 conviction of six scientists and an ex-official for manslaughter due to misleading public assurances before the quake."
12-4,"Okay, let's tackle this summary. The user wants a concise summary based strictly on the passage provided. First, I need to read through the passage carefully to pick out the key points.

The main subject is Bobbi Kristina Brown, daughter of Bobby Brown and Whitney Houston. The core information here is about her medical condition. The grandmother, Cissy Houston, mentions she has global and irreversible brain damage. She's out of the medically induced coma but remains unresponsive. The statement from the grandmother matches a source's report that her neurological state hasn't changed in three months. Details include not responding to visitors, eyes not following people, and a tracheostomy. 

Then there's conflicting information from Bobby Brown, the father, who said she's awake and watching him, which contrasts with the grandmother's statement. The attorney for the family says her condition improved, but the quality of life is uncertain, with a long rehabilitation ahead. Also, Bobby Brown was emotional when making his remarks, and his wife added that she's out of ICU and started rehab.

I need to make sure I don't add any external info, just what's here. The summary should include the conflicting reports from family members, the medical details like brain damage, unresponsiveness, tracheostomy, and the differing statements about her being awake versus the more severe condition described by the grandmother and the source. Also, mention the attorney's input about the uncertain quality of life and the long rehabilitation process. Keep it concise, so maybe structure it in a few sentences covering all these points without any opinions or outside knowledge.
</think>

Bobbi Kristina Brown, daughter of Bobby Brown and Whitney Houston, has been reported to have ""global and irreversible brain damage"" by her grandmother, Cissy Houston, who stated the 22-year-old remains unresponsive despite no longer being in a medically induced coma. A source confirmed her neurological state has not changed in nearly three months, with no response to visitors, lack of eye movement, and a tracheostomy. Bobby Brown previously claimed his daughter is ""awake and watching me,"" but the family’s attorney noted her condition improved yet emphasized her quality of life remains uncertain, requiring long-term rehabilitation. Cissy Houston expressed sadness over the possibility of a lifetime in this condition, while Bobby’s wife acknowledged Bobbi’s exit from ICU and start of rehab."
3-0,"Okay, let's tackle this query. The user wants a concise summary of the provided passage about the TV show ""The Millers."" First, I need to make sure I only use the information given and don't add anything else.

The passage mentions the show is a multi-camera series. The air dates are from October 3, 2013, to July 18, 2015. It ran for two seasons with 34 episodes total. CBS canceled it on November 14, 2014, and at that point, they were four episodes into the second season. 

I should structure the summary to include all these key points: the type of series, network (CBS), start and end dates, total episodes and seasons, cancellation date, and the fact that cancellation happened partway through the second season. Need to keep it brief but cover all those elements without any extra details. Let me check again to ensure I didn't miss any numbers or dates. Yep, looks like that's all. Avoid any assumptions beyond what's written here.
</think>

""The Millers"" was a multi-camera comedy series that aired on CBS from October 3, 2013, to July 18, 2015. It spanned two seasons, totaling 34 episodes. The show was canceled by CBS on November 14, 2014, midway through its second season, after four episodes had aired."
3-1,"Okay, let's tackle this query. The user wants a concise summary of the provided passage, covering the core pieces of information. First, I need to read the passage carefully.

The passage starts by stating that Lake Providence is a town and the parish seat of East Carroll Parish in northeastern Louisiana, US. Then it mentions the University of Mississippi. It gives stats: 55% undergrads and 60% overall students are from Mississippi, 23% are minorities, and international students come from 90 nations.

Wait, the first sentence is about Lake Providence, but the next sentences talk about the University of Mississippi. Are they connected? The passage doesn't explicitly say the university is in Lake Providence. The user might think they're related, but according to the text, it's two separate facts. So I shouldn't assume the university is located there unless stated. The user wants strictly based on the passage, so I can't infer that.

So the core info is two parts: Lake Providence's location and role as a parish seat, and then separate stats about the University of Mississippi's student demographics. Need to present both without linking them unless the passage does. The passage just lists them in order, so the summary should mention both points clearly, keeping them distinct. Make sure not to add any extra info or assumptions. Check for percentages and numbers to include. Keep it concise, maybe two sentences. Let me draft that.
</think>

Lake Providence is the parish seat of East Carroll Parish in northeastern Louisiana, United States. The University of Mississippi has 55% of its undergraduates and 60% of all students from Mississippi, 23% minority students, and international students from 90 countries."
3-2,"Okay, let's tackle this query. The user wants a concise summary of the provided passage, covering the core pieces of information. First, I need to make sure I understand the passage correctly. It's about a football (soccer) match, I think. The key points are the goals and the scorers, along with the timing of the goals.

The first sentence mentions McManus scoring from close range on the quarter-hour mark. That's 15 minutes into the game. Then Ross Forbes' deflected strike doubled the lead quickly, so maybe around the same time or shortly after. Then, before half-time, Kyle McAusland scores for Alloa, pulling them back into the game. After that, in the second half, McManus scores again and Denny Johnstone adds another, leading to a comfortable win for the hosts, which would be Morton since they were mentioned first as the team with the initial goals.

I need to make sure I include all the scorers, the times when the goals were scored, and the teams involved. The user specified not to use any external knowledge, so I can't assume anything beyond what's written. The summary should be concise, so I need to present the information clearly without extra details. Let me check the passage again to confirm the order and details. 

McManus first, then Forbes, then McAusland for Alloa before halftime. Then McManus again and Johnstone later in the game. The result is a comfortable win for Morton. I should structure the summary in chronological order, mention each goal, the scorers, the teams, and the outcome. Avoid any terms not in the passage, like ""hosts"" is mentioned, so Morton is the home team. Alright, that should cover the core info without adding anything else.
</think>

Morton took an early lead through McManus (15th minute) and Ross Forbes' deflected goal. Alloa responded before halftime via Kyle McAusland. McManus scored again, and Denny Johnstone added another late goal, securing Morton's comfortable home victory."
3-3,"Okay, let's tackle this query. The user wants a concise summary of the given passage, covering the core pieces of information. First, I need to make sure I only use the information provided and nothing else.

Looking at the passage, it starts with Homer, giving his Greek name and the pronunciation. It mentions that Homer is the name the ancient Greeks ascribed to the author of the Iliad and the Odyssey. These two poems are highlighted as central works of ancient Greek literature. Then the passage shifts to ""The Thicket,"" a mystery/suspense novel by Joe R. Lansdale, an American author.

So the key points are: Homer's authorship of Iliad and Odyssey, their significance in Greek literature, and the details about ""The Thicket"" and its author. I need to present these without adding anything extra. Let me check if I missed anything. The Greek name is written in the passage, but maybe I should include the transliteration in brackets? Wait, the user wants a concise summary. Maybe just mention the name and the works. Also, note that Homer is the attributed author, not confirmed historically. The second part is straightforward. Alright, structure the summary to first cover Homer and his works, then the novel and its author. Keep it brief and to the point. Avoid any extra details like the pronunciation unless necessary. The user didn't specify, so maybe just the essentials. Let me put it together now.
</think>

The passage identifies Homer as the name given by ancient Greeks to the author of the Iliad and the Odyssey, two central works of ancient Greek literature. It also mentions *The Thicket*, a mystery/suspense novel written by American author Joe R. Lansdale."
